Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Target
-0.5991513935777939,0.8826413548956192,0.020804629150901883,-0.8591820678843219,-1.1241508965565312,-0.3737120760798041,-139.2298021988282
-1.3656418350027837,0.08804981458626045,0.36230976637866724,-0.9989800385002133,0.5814350296745857,0.3124001702287601,-161.1643959065678
-0.31337827293907755,-0.6274823118640697,1.9578349358625167,0.5518540613494205,-0.4007427556481772,-0.19783924183268467,-13.267784930522904
-0.4884689999383494,-0.22363720073125595,-1.4629274208563663,-0.12009422897320735,-2.1240327046005048,-0.17408894894510388,-76.18464620964379
-0.6031211178286553,-0.06049170792937536,-0.20211572137551523,-0.14484566961892537,-0.2896704845885728,2.2829625140884295,144.99253054217962
0.8954558016075695,1.184975633666355,-0.7534240933126696,-0.5284519360276774,-0.7472195355085638,0.012379019930564977,59.65480517203752
1.0203195809205,0.3140090164257241,1.0364054094782544,1.880615379968872,2.218569953530456,0.5751614238527019,212.73798235518257
-0.29255097336380803,-0.514003170798392,-0.3590134235707267,-2.129361458288525,0.6130648790722696,-1.3072880548934793,-249.63115018958362
1.416982873427627,0.7170621456709956,0.22449486536487492,-0.19369298384907874,0.1373337209860893,0.32034087134146444,156.34321333649154
0.31786181763818266,-1.2176813789361218,2.581260403115823,-0.4442319705867708,0.9997468121482656,0.18497974582710167,21.33556846714576
-1.0699178369527025,-0.2039995758853951,0.2555159473611396,0.3974388107459822,0.05261154142236529,0.15825389976783052,-90.25194785188688
-0.1590233853854446,-0.4305838003529841,-0.2091701185457682,0.6705904574316536,0.746375868208623,0.8747029870862425,107.43794241882844
0.14155522911200935,-0.9859891323848109,0.7332872113976051,-0.09942012587861097,0.32554684116622096,-1.84026180935469,-175.03090049440846
1.6007589071070774,-1.0618288310175157,-0.8796718533557064,1.9943507857330867,-0.3028669308084683,0.5428997050002647,306.10903548591745
-1.4693678787794688,-0.1552122209231752,1.0301213626717607,-0.6757153014465903,-0.26063278945392043,-1.2090087578216426,-273.7986842866956
1.4547258848151627,-1.191443767476151,1.82753285493632,-0.12313065676674308,1.2760628637475,0.5457072366355832,175.44888406434796
-1.0170561156461129,0.5586910980819001,-2.9824548658562295,-0.23632772473051877,-0.8561980322331071,0.582478828244368,-41.58157252327408
0.7175481681425943,-0.88145261768794,-1.8464832452090782,-0.18948758852769426,0.3147012514122023,-0.022120506218287088,67.97772852528747
0.22473995158887725,0.8165013289122135,1.4428007404163108,-1.4839440622291074,-0.6608474169227733,1.0386639651348932,54.04991555395049
0.6728932097237745,0.6135573966296382,-0.49282095610607957,0.27668173713704125,-0.9743881886549994,1.6049405305555324,221.20497591117268
1.423578216695417,0.0386109235650802,-1.7326838279957277,-0.40133914458733416,-0.7917879708146852,1.8391009191225278,284.6452329008614
-0.5275814406831639,0.5788807187838774,0.5124720613816254,-1.4098934326039343,0.710398139367415,-0.41094671747107714,-163.09518251371156
-0.9660913739837773,0.8390207488990752,-0.5261885511369019,0.5731668611570147,0.3994327076628323,1.3738245472816872,80.66767314997468
-1.5465994677135102,0.4156148930893024,-1.3690474354199393,-1.7402791286081212,-0.768290962256238,-0.5361108942858805,-297.65507101652037
-0.6809980528951389,-0.08750952464390745,0.5393419353058819,-0.5767249871481038,-0.8825566708903058,-0.3668780752188022,-117.12133139080026
-1.4981012358362853,0.8462127557706884,-0.27545755798940863,-0.7055159290175448,0.3139662286180966,1.6415224984522412,-20.189813729859605
1.610956596833862,-0.37416937709622977,-0.6675451108657136,0.7320755272464102,1.0275623764658888,-1.0487326546409925,75.60373152883753
0.10545295342250063,2.947713784359199,-0.7920502658649583,-0.43099612606583665,0.8874460012236809,-1.4213568005353339,-161.42820645868883
-0.020768729391416992,0.15309424398314622,0.42248806926440124,-0.3258782119540187,-0.8274537332578782,-2.583118658581886,-266.67186959236034
-1.3383424149115932,-0.49690277119468024,-0.05221746430011409,-1.6617530383186545,-1.902489204730088,0.31137325347134137,-175.06888802174203
-2.2209300950190975,1.7729159884883827,-1.3145714416995118,1.3636359291203295,0.039427530806445656,1.007318996891513,-49.079222500459394
0.7263804301285816,1.345305472177266,0.6322231591870459,-0.12208871535942212,0.5001338475051353,2.0930244146858623,250.03919192089296
1.4151312943728798,-1.0263737193142384,0.5202588891445358,0.026110575961426814,-1.1170700694083275,0.20325654702499688,162.7677532639723
1.8038030316905964,-0.7153653337471407,-0.6815232130970471,-1.1219907730989955,2.3592145927719566,-1.778935132024632,-38.85255232997554
